s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"SPD";22;{"enchanted":false,"gvalue":0};"ACC";14;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"row_786";786;60205453503;121;121;"Tesarion *";"Tesarion *";false;87;"Despair";1;6;12;"ATK flat";118;"HP flat";197;0;4;7;"-";14;"-";"-";"-";"-";"-";22;"-";"Legend";87
"HP flat";397;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"DEF%";9;{"enchanted":true,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"row_787";787;51090926814;121;121;"Tesarion *";"Tesarion *";false;65.39;"Despair";2;6;15;"SPD";42;"";0;0;"-";"-";"-";8;"-";9;"-";"-";397;"-";9;"Rare";65.39
"SPD";25;{"enchanted":false,"gvalue":3};"CDmg";5;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"row_788";788;60141596432;121;121;"Tesarion *";"Tesarion *";false;81.29;"Fatal";3;6;12;"DEF flat";118;"";0;0;"-";5;"-";7;"-";"-";"-";5;"-";25;"-";"Hero";81.29
"CRate";6;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"ACC";19;{"enchanted":false,"gvalue":0};"HP flat";207;{"enchanted":false,"gvalue":0};"row_789";789;60283341533;121;121;"Tesarion *";"Tesarion *";false;73.7;"Fatal";4;6;15;"DEF%";63;"";0;0;"-";"-";"-";19;"-";"-";"-";"-";207;10;6;"Hero";73.7
"DEF flat";18;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"SPD";23;{"enchanted":false,"gvalue":4};"DEF%";6;{"enchanted":false,"gvalue":0};"row_790";790;60074750096;121;121;"Tesarion *";"Tesarion *";false;85.95;"Fatal";5;6;12;"HP flat";1800;"CDmg";7;0;"-";"-";"-";8;"-";6;18;"-";"-";23;"-";"Hero";85.95
"SPD";20;{"enchanted":false,"gvalue":4};"DEF%";6;{"enchanted":false,"gvalue":0};"HP flat";437;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"row_791";791;60161742213;121;121;"Tesarion *";"Tesarion *";false;73.51;"Fatal";6;6;15;"HP%";63;"";0;0;5;"-";"-";"-";"-";6;"-";"-";437;20;"-";"Hero";73.51
"HP%";22;{"enchanted":false,"gvalue":6};"CRate";16;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":3};"ACC";12;{"enchanted":false,"gvalue":0};"row_792";792;60112090761;122;122;"Spectra *";"Spectra *";false;95.83;"Swift";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";12;"-";"-";"-";22;"-";9;16;"Legend";95.83
"DEF flat";18;{"enchanted":false,"gvalue":0};"DEF%";20;{"enchanted":false,"gvalue":6};"CRate";14;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"row_793";793;60331973887;122;122;"Spectra *";"Spectra *";false;90.16;"Swift";2;6;15;"SPD";42;"ATK%";5;0;"-";12;"-";"-";"-";20;18;"-";"-";"-";14;"Legend";90.16
"SPD";11;{"enchanted":false,"gvalue":0};"ACC";18;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"HP flat";914;{"enchanted":false,"gvalue":390};"row_794";794;59682311902;122;122;"Spectra *";"Spectra *";false;80.73;"Swift";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";18;"-";"-";"-";"-";914;11;6;"Legend";80.73
"CRate";18;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":6};"DEF%";23;{"enchanted":false,"gvalue":10};"ACC";9;{"enchanted":true,"gvalue":0};"row_795";795;51139148659;122;122;"Spectra *";"Spectra *";false;96.43;"Swift";4;6;15;"CDmg";80;"";0;0;"-";"-";"-";9;"-";23;"-";12;"-";"-";18;"Hero";96.43
"SPD";8;{"enchanted":false,"gvalue":4};"CRate";20;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"ATK flat";12;{"enchanted":false,"gvalue":0};"row_796";796;60331153167;122;122;"Spectra *";"Spectra *";false;74.76;"Blade";5;6;12;"HP flat";1800;"";0;0;"-";"-";12;4;"-";"-";"-";"-";"-";8;20;"Hero";74.76
"SPD";28;{"enchanted":false,"gvalue":4};"DEF flat";13;{"enchanted":false,"gvalue":0};"HP flat";332;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"row_797";797;60313677405;122;122;"Spectra *";"Spectra *";false;84.89;"Blade";6;6;15;"HP%";63;"ATK flat";18;0;"-";7;"-";"-";"-";"-";13;"-";332;28;"-";"Hero";84.89
"SPD";14;{"enchanted":false,"gvalue":3};"CRate";17;{"enchanted":false,"gvalue":0};"ATK%";15;{"enchanted":false,"gvalue":7};"HP flat";618;{"enchanted":false,"gvalue":440};"row_798";798;60181829628;123;123;"Kahli *";"Kahli *";false;99.04;"Fatal";1;6;15;"ATK flat";160;"CDmg";7;0;"-";"-";"-";"-";15;"-";"-";"-";618;14;17;"Hero";99.04
"CRate";16;{"enchanted":false,"gvalue":0};"SPD";13;{"enchanted":false,"gvalue":3};"CDmg";7;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":6};"row_799";799;61255190311;123;123;"Kahli *";"Kahli *";false;89.88;"Fatal";2;6;15;"ATK%";63;"";0;0;"-";7;"-";"-";"-";14;"-";"-";"-";13;16;"Hero";89.88
"CRate";10;{"enchanted":false,"gvalue":0};"CDmg";17;{"enchanted":false,"gvalue":0};"DEF%";13;{"enchanted":false,"gvalue":5};"SPD";9;{"enchanted":true,"gvalue":3};"row_800";800;60060892345;123;123;"Kahli *";"Kahli *";false;94.43;"Fatal";3;6;12;"DEF flat";118;"HP%";8;0;"-";17;"-";"-";"-";13;"-";"-";"-";9;10;"Hero";94.43
"SPD";7;{"enchanted":false,"gvalue":3};"CRate";9;{"enchanted":false,"gvalue":0};"DEF%";19;{"enchanted":false,"gvalue":7};"ATK%";21;{"enchanted":false,"gvalue":7};"row_801";801;60581642780;123;123;"Kahli *";"Kahli *";false;90.48;"Blade";4;6;15;"CDmg";80;"";0;0;"-";"-";"-";"-";21;19;"-";"-";"-";7;9;"Hero";90.48
"CRate";11;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"SPD";20;{"enchanted":false,"gvalue":4};"ATK%";15;{"enchanted":true,"gvalue":6};"row_802";802;59664189570;123;123;"Kahli *";"Kahli *";false;96.37;"Fatal";5;6;15;"HP flat";2448;"ATK flat";18;0;"-";7;"-";"-";15;"-";"-";"-";"-";20;11;"Hero";96.37
"CRate";12;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"DEF%";17;{"enchanted":false,"gvalue":6};"SPD";13;{"enchanted":false,"gvalue":3};"row_803";803;62596631154;123;123;"Kahli *";"Kahli *";false;91.88;"Blade";6;6;15;"ATK%";63;"";0;0;"-";11;"-";"-";"-";17;"-";"-";"-";13;12;"Legend";91.88
"CDmg";5;{"enchanted":false,"gvalue":0};"HP%";23;{"enchanted":false,"gvalue":5};"SPD";11;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"row_804";804;59961031924;124;124;"Nangrim *";"Nangrim *";false;86.65;"Blade";1;6;12;"ATK flat";118;"RES";7;0;"-";5;"-";"-";"-";"-";"-";23;"-";11;5;"Hero";86.65
"CRate";18;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":true,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"HP flat";300;{"enchanted":false,"gvalue":0};"row_805";805;51584261227;124;124;"Nangrim *";"Nangrim *";false;73.99;"Blade";2;6;15;"ATK%";63;"";0;0;"-";"-";"-";"-";"-";"-";"-";5;300;8;18;"Rare";73.99
"CDmg";22;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"HP flat";624;{"enchanted":false,"gvalue":250};"row_806";806;51019516173;124;124;"Nangrim *";"Nangrim *";false;76.01;"Energy";3;6;12;"DEF flat";118;"";0;0;"-";22;"-";"-";"-";"-";"-";"-";624;6;4;"Hero";76.01
"SPD";14;{"enchanted":false,"gvalue":3};"CRate";10;{"enchanted":false,"gvalue":0};"ACC";17;{"enchanted":false,"gvalue":0};"HP flat";275;{"enchanted":false,"gvalue":0};"row_807";807;51354916365;124;124;"Nangrim *";"Nangrim *";false;84.4;"Despair";4;6;15;"CDmg";80;"DEF flat";13;0;"-";"-";"-";17;"-";"-";"-";"-";275;14;10;"Legend";84.4
"CRate";9;{"enchanted":false,"gvalue":0};"CDmg";17;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"row_808";808;59887308718;124;124;"Nangrim *";"Nangrim *";false;73.89;"Energy";5;6;12;"HP flat";1800;"";0;0;"-";17;"-";"-";"-";6;"-";"-";"-";4;9;"Hero";73.89
"CDmg";17;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":true,"gvalue":3};"row_809";809;60622358315;124;124;"Nangrim *";"Nangrim *";false;86.92;"Despair";6;6;15;"ATK%";63;"HP flat";274;0;"-";17;"-";7;"-";"-";"-";"-";"-";11;10;"Hero";86.92
"ATK%";11;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"row_810";810;61316647614;126;126;"Hellhound (Fire) *";"Hellhound (Fire) *";false;82.44;"Swift";1;6;12;"ATK flat";118;"CRate";6;0;6;"-";"-";"-";11;"-";"-";6;"-";16;"-";"Hero";82.44
"CRate";8;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"ATK%";19;{"enchanted":false,"gvalue":7};"DEF%";14;{"enchanted":false,"gvalue":7};"row_811";811;61255157223;126;126;"Hellhound (Fire) *";"Hellhound (Fire) *";false;90.52;"Swift";2;6;15;"SPD";42;"ACC";4;0;"-";12;"-";"-";19;14;"-";"-";"-";"-";8;"Hero";90.52
"ACC";10;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":4};"HP%";18;{"enchanted":true,"gvalue":7};"DEF%";9;{"enchanted":false,"gvalue":4};"row_812";812;60413379137;126;126;"Hellhound (Fire) *";"Hellhound (Fire) *";false;100.89;"Guard";3;6;12;"DEF flat";118;"RES";8;0;"-";"-";"-";10;"-";9;"-";18;"-";21;"-";"Hero";100.89
"ACC";6;{"enchanted":false,"gvalue":0};"ATK%";20;{"enchanted":false,"gvalue":0};"CDmg";14;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"row_813";813;61383484458;126;126;"Hellhound (Fire) *";"Hellhound (Fire) *";true;77.98;"Swift";4;6;15;"CRate";58;"";0;0;"-";14;"-";6;20;"-";"-";"-";"-";4;"-";"Hero";77.98
"SPD";22;{"enchanted":false,"gvalue":4};"CRate";10;{"enchanted":false,"gvalue":0};"DEF%";11;{"enchanted":true,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"row_814";814;60398385719;126;126;"Hellhound (Fire) *";"Hellhound (Fire) *";false;96.13;"Guard";5;6;12;"HP flat";1800;"RES";6;0;"-";"-";"-";8;"-";11;"-";"-";"-";22;10;"Hero";96.13
"CDmg";5;{"enchanted":false,"gvalue":0};"ATK%";28;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"ATK flat";18;{"enchanted":false,"gvalue":0};"row_815";815;60359586847;126;126;"Hellhound (Fire) *";"Hellhound (Fire) *";false;76.17;"Swift";6;6;15;"HP%";63;"";0;0;"-";5;18;"-";28;"-";"-";"-";"-";"-";6;"Hero";76.17
"HP%";21;{"enchanted":false,"gvalue":5};"SPD";14;{"enchanted":false,"gvalue":3};"CRate";8;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"row_816";816;59854754195;127;127;"Xiong Fei *";"Xiong Fei *";false;94.05;"Blade";1;6;12;"ATK flat";118;"ACC";7;0;"-";7;"-";"-";"-";"-";"-";21;"-";14;8;"Hero";94.05
"CRate";5;{"enchanted":true,"gvalue":0};"DEF%";21;{"enchanted":false,"gvalue":6};"HP%";29;{"enchanted":false,"gvalue":6};"DEF flat";34;{"enchanted":false,"gvalue":22};"row_817";817;51090438693;127;127;"Xiong Fei *";"Xiong Fei *";false;97.48;"Blade";2;6;15;"SPD";42;"CDmg";5;0;"-";"-";"-";"-";"-";21;34;29;"-";"-";5;"Hero";97.48
"CDmg";6;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"SPD";19;{"enchanted":false,"gvalue":4};"HP%";18;{"enchanted":false,"gvalue":3};"row_818";818;60735025830;127;127;"Xiong Fei *";"Xiong Fei *";false;97.79;"Guard";3;6;15;"DEF flat";160;"ACC";6;0;"-";6;"-";"-";"-";"-";"-";18;"-";19;10;"Legend";97.79
"SPD";12;{"enchanted":true,"gvalue":4};"CRate";16;{"enchanted":false,"gvalue":0};"ATK%";21;{"enchanted":false,"gvalue":8};"DEF%";12;{"enchanted":false,"gvalue":6};"row_819";819;51724318743;127;127;"Xiong Fei *";"Xiong Fei *";false;100.3;"Swift";4;6;15;"CDmg";80;"DEF flat";10;0;"-";"-";"-";"-";21;12;"-";"-";"-";12;16;"Hero";100.3
"HP%";11;{"enchanted":false,"gvalue":6};"CDmg";8;{"enchanted":true,"gvalue":0};"DEF%";27;{"enchanted":false,"gvalue":6};"CRate";12;{"enchanted":false,"gvalue":0};"row_820";820;51723961478;127;127;"Xiong Fei *";"Xiong Fei *";false;99.23;"Blade";5;6;15;"HP flat";2448;"SPD";6;0;"-";8;"-";"-";"-";27;"-";11;"-";"-";12;"Legend";99.23
"SPD";10;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"row_821";821;60626563861;127;127;"Xiong Fei *";"Xiong Fei *";false;78.25;"Blade";6;6;15;"DEF%";63;"ATK flat";17;0;"-";11;"-";"-";"-";"-";"-";5;"-";10;10;"Hero";78.25
"HP%";28;{"enchanted":false,"gvalue":7};"SPD";15;{"enchanted":false,"gvalue":4};"HP flat";923;{"enchanted":true,"gvalue":441};"RES";8;{"enchanted":false,"gvalue":0};"row_822";822;60974145959;128;128;"Alice *";"Alice *";false;94.5;"Destroy";1;6;12;"ATK flat";118;"";0;0;8;"-";"-";"-";"-";"-";"-";28;923;15;"-";"Hero";94.5
"RES";22;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"DEF%";13;{"enchanted":false,"gvalue":7};"CRate";4;{"enchanted":false,"gvalue":0};"row_823";823;60991959442;128;128;"Alice *";"Alice *";false;78.75;"Energy";2;6;15;"SPD";42;"HP flat";175;0;22;"-";"-";6;"-";13;"-";"-";"-";"-";4;"Hero";78.75
"HP%";24;{"enchanted":false,"gvalue":5};"CRate";9;{"enchanted":false,"gvalue":0};"SPD";13;{"enchanted":false,"gvalue":4};"DEF%";18;{"enchanted":true,"gvalue":7};"row_824";824;59889400855;128;128;"Alice *";"Alice *";false;106.55;"Energy";3;6;12;"DEF flat";118;"RES";8;0;"-";"-";"-";"-";"-";18;"-";24;"-";13;9;"Legend";106.55
"SPD";19;{"enchanted":false,"gvalue":4};"CRate";5;{"enchanted":false,"gvalue":0};"HP%";18;{"enchanted":false,"gvalue":7};"HP flat";896;{"enchanted":true,"gvalue":515};"row_825";825;60880894847;128;128;"Alice *";"Alice *";false;96.03;"Destroy";4;6;15;"DEF%";63;"RES";8;0;"-";"-";"-";"-";"-";"-";"-";18;896;19;5;"Hero";96.03
"SPD";18;{"enchanted":false,"gvalue":4};"RES";7;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":5};"DEF%";29;{"enchanted":false,"gvalue":7};"row_826";826;51723335574;128;128;"Alice *";"Alice *";false;101.96;"Intangible";5;6;12;"HP flat";1800;"ATK flat";16;0;7;"-";"-";"-";"-";29;"-";11;"-";18;"-";"Legend";101.96
"SPD";21;{"enchanted":false,"gvalue":4};"RES";7;{"enchanted":false,"gvalue":0};"HP%";16;{"enchanted":false,"gvalue":10};"CRate";15;{"enchanted":false,"gvalue":0};"row_827";827;61605732935;128;128;"Alice *";"Alice *";false;102.5;"Will";6;6;15;"DEF%";63;"ATK flat";19;0;7;"-";"-";"-";"-";"-";"-";16;"-";21;15;"Legend";102.5
"CDmg";17;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":3};"CRate";6;{"enchanted":true,"gvalue":0};"row_828";828;59888703015;129;129;"Shaina *";"Shaina *";false;89.37;"Fatal";1;6;12;"ATK flat";118;"HP%";7;0;"-";17;"-";7;"-";"-";"-";"-";"-";14;6;"Hero";89.37
"HP%";10;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"DEF%";19;{"enchanted":false,"gvalue":5};"DEF flat";45;{"enchanted":false,"gvalue":13};"row_829";829;50979800527;129;129;"Shaina *";"Shaina *";false;88.69;"Fatal";2;6;15;"ATK%";63;"CRate";6;0;"-";"-";"-";"-";"-";19;45;10;"-";10;"-";"Legend";88.69
"HP%";7;{"enchanted":false,"gvalue":0};"CRate";15;{"enchanted":false,"gvalue":0};"CDmg";8;{"enchanted":true,"gvalue":0};"SPD";19;{"enchanted":false,"gvalue":3};"row_830";830;60629657354;129;129;"Shaina *";"Shaina *";false;95.07;"Fatal";3;6;12;"DEF flat";118;"DEF%";5;0;"-";8;"-";"-";"-";"-";"-";7;"-";19;15;"Legend";95.07
"SPD";8;{"enchanted":false,"gvalue":3};"CRate";14;{"enchanted":false,"gvalue":0};"DEF%";17;{"enchanted":true,"gvalue":6};"HP%";17;{"enchanted":false,"gvalue":7};"row_831";831;60581624024;129;129;"Shaina *";"Shaina *";false;92.26;"Blade";4;6;15;"CDmg";80;"";0;0;"-";"-";"-";"-";"-";17;"-";17;"-";8;14;"Hero";92.26
"ACC";8;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":3};"CRate";16;{"enchanted":false,"gvalue":0};"ATK%";12;{"enchanted":false,"gvalue":6};"row_832";832;60610983597;129;129;"Shaina *";"Shaina *";false;94.05;"Fatal";5;6;12;"HP flat";1800;"CDmg";7;0;"-";"-";"-";8;12;"-";"-";"-";"-";12;16;"Hero";94.05
"SPD";13;{"enchanted":false,"gvalue":4};"CDmg";7;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":6};"row_833";833;60642760902;129;129;"Shaina *";"Shaina *";false;95.24;"Blade";6;6;15;"ATK%";63;"DEF%";6;0;"-";7;"-";"-";"-";"-";"-";14;"-";13;16;"Hero";95.24
"ATK%";20;{"enchanted":false,"gvalue":6};"CDmg";4;{"enchanted":false,"gvalue":0};"CRate";15;{"enchanted":false,"gvalue":0};"HP flat";594;{"enchanted":false,"gvalue":409};"row_834";834;60948993475;130;130;"Vanessa *";"Vanessa *";false;81.17;"Destroy";1;6;12;"ATK flat";118;"";0;0;"-";4;"-";"-";20;"-";"-";"-";594;"-";15;"Hero";81.17
"SPD";15;{"enchanted":false,"gvalue":3};"RES";12;{"enchanted":false,"gvalue":0};"DEF%";18;{"enchanted":false,"gvalue":6};"ACC";8;{"enchanted":false,"gvalue":0};"row_835";835;60602549910;130;130;"Vanessa *";"Vanessa *";false;94.64;"Blade";2;6;15;"HP%";63;"CDmg";7;0;12;"-";"-";8;"-";18;"-";"-";"-";15;"-";"Hero";94.64
"SPD";12;{"enchanted":false,"gvalue":3};"CRate";15;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"row_836";836;50964833977;130;130;"Vanessa *";"Vanessa *";false;78.57;"Blade";3;6;15;"DEF flat";160;"";0;0;4;7;"-";"-";"-";"-";"-";"-";"-";12;15;"Hero";78.57
"CRate";21;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":true,"gvalue":3};"ACC";11;{"enchanted":false,"gvalue":0};"ATK%";12;{"enchanted":false,"gvalue":6};"row_837";837;51030176365;130;130;"Vanessa *";"Vanessa *";false;94.35;"Blade";4;6;15;"HP%";63;"";0;0;"-";"-";"-";11;12;"-";"-";"-";"-";11;21;"Legend";94.35
"DEF%";14;{"enchanted":false,"gvalue":6};"RES";30;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"row_838";838;61249701590;130;130;"Vanessa *";"Vanessa *";false;93.45;"Blade";5;6;12;"HP flat";1800;"SPD";5;0;30;"-";"-";"-";6;14;"-";"-";"-";"-";6;"Hero";93.45
"CDmg";6;{"enchanted":false,"gvalue":0};"DEF%";31;{"enchanted":false,"gvalue":7};"RES";14;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":true,"gvalue":0};"row_839";839;61007024775;130;130;"Vanessa *";"Vanessa *";false;92.53;"Destroy";6;6;15;"HP%";63;"HP flat";354;0;14;6;"-";"-";"-";31;"-";"-";"-";"-";6;"Legend";92.53
"ACC";15;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":4};"HP flat";511;{"enchanted":false,"gvalue":259};"row_840";840;60356251345;131;131;"Verdehile 2 *";"Verdehile 2 *";false;86.12;"Shield";1;6;12;"ATK flat";118;"";0;0;"-";7;"-";15;"-";"-";"-";"-";511;21;"-";"Hero";86.12
"HP flat";564;{"enchanted":false,"gvalue":364};"HP%";16;{"enchanted":false,"gvalue":6};"DEF%";26;{"enchanted":false,"gvalue":4};"CRate";6;{"enchanted":true,"gvalue":0};"row_841";841;61625333026;131;131;"Verdehile 2 *";"Verdehile 2 *";false;85.73;"Violent";2;6;15;"SPD";42;"";0;0;"-";"-";"-";"-";"-";26;"-";16;564;"-";6;"Hero";85.73
"DEF%";22;{"enchanted":false,"gvalue":7};"HP%";10;{"enchanted":false,"gvalue":4};"SPD";19;{"enchanted":false,"gvalue":4};"CDmg";7;{"enchanted":false,"gvalue":0};"row_842";842;60360873181;131;131;"Verdehile 2 *";"Verdehile 2 *";false;94.05;"Violent";3;6;12;"DEF flat";118;"";0;0;"-";7;"-";"-";"-";22;"-";10;"-";19;"-";"Hero";94.05
"DEF%";13;{"enchanted":false,"gvalue":6};"HP flat";797;{"enchanted":false,"gvalue":342};"SPD";19;{"enchanted":false,"gvalue":3};"CDmg";5;{"enchanted":false,"gvalue":0};"row_843";843;61321988710;131;131;"Verdehile 2 *";"Verdehile 2 *";false;82.63;"Violent";4;6;15;"CRate";58;"";0;0;"-";5;"-";"-";"-";13;"-";"-";797;19;"-";"Hero";82.63
"SPD";25;{"enchanted":false,"gvalue":4};"CDmg";7;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":5};"RES";5;{"enchanted":false,"gvalue":0};"row_844";844;61632239109;131;131;"Verdehile 2 *";"Verdehile 2 *";false;87.8;"Shield";5;6;12;"HP flat";1800;"";0;0;5;7;"-";"-";"-";"-";"-";12;"-";25;"-";"Hero";87.8
"SPD";12;{"enchanted":true,"gvalue":4};"ACC";4;{"enchanted":false,"gvalue":0};"CRate";21;{"enchanted":false,"gvalue":0};"HP flat";722;{"enchanted":false,"gvalue":389};"row_845";845;60744920512;131;131;"Verdehile 2 *";"Verdehile 2 *";false;89.91;"Violent";6;6;15;"HP%";63;"RES";5;0;"-";"-";"-";4;"-";"-";"-";"-";722;12;21;"Hero";89.91
"ATK%";18;{"enchanted":false,"gvalue":6};"CDmg";13;{"enchanted":false,"gvalue":0};"HP%";19;{"enchanted":false,"gvalue":7};"CRate";7;{"enchanted":true,"gvalue":0};"row_846";846;60581642777;132;132;"Baleygr *";"Baleygr *";false;90.35;"Rage";1;6;15;"ATK flat";160;"";0;0;"-";13;"-";"-";18;"-";"-";19;"-";"-";7;"Hero";90.35
"SPD";18;{"enchanted":false,"gvalue":3};"ATK flat";46;{"enchanted":true,"gvalue":12};"CRate";6;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"row_847";847;61336782168;132;132;"Baleygr *";"Baleygr *";true;85.77;"Rage";2;6;15;"ATK%";63;"";0;0;"-";13;46;"-";"-";"-";"-";"-";"-";18;6;"Legend";85.77
"CRate";15;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"DEF%";22;{"enchanted":false,"gvalue":6};"HP%";15;{"enchanted":false,"gvalue":7};"row_848";848;62396065786;132;132;"Baleygr *";"Baleygr *";false;99.87;"Will";3;6;15;"DEF flat";160;"";0;0;"-";13;"-";"-";"-";22;"-";15;"-";"-";15;"Legend";99.87
"ATK%";37;{"enchanted":false,"gvalue":10};"ATK flat";43;{"enchanted":false,"gvalue":28};"SPD";9;{"enchanted":false,"gvalue":3};"HP flat";643;{"enchanted":false,"gvalue":346};"row_849";849;61311393601;132;132;"Baleygr *";"Baleygr *";false;97.73;"Rage";4;6;15;"CDmg";80;"RES";5;0;"-";"-";43;"-";37;"-";"-";"-";643;9;"-";"Hero";97.73
"CDmg";23;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":7};"DEF flat";36;{"enchanted":false,"gvalue":22};"CRate";9;{"enchanted":true,"gvalue":0};"row_850";850;61331928077;132;132;"Baleygr *";"Baleygr *";false;95.08;"Will";5;6;15;"HP flat";2448;"DEF%";8;0;"-";23;"-";"-";13;"-";36;"-";"-";"-";9;"Hero";95.08
"ATK flat";43;{"enchanted":false,"gvalue":26};"SPD";12;{"enchanted":false,"gvalue":3};"CRate";15;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"row_851";851;60863398509;132;132;"Baleygr *";"Baleygr *";false;82.68;"Rage";6;6;15;"ATK%";63;"";0;0;"-";7;43;"-";"-";"-";"-";"-";"-";12;15;"Hero";82.68
"ACC";4;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"HP%";36;{"enchanted":false,"gvalue":7};"HP flat";223;{"enchanted":false,"gvalue":0};"row_852";852;60607382139;133;133;"Hongyeon *";"Hongyeon *";false;80.7;"Fatal";1;6;12;"ATK flat";118;"";0;0;"-";7;"-";4;"-";"-";"-";36;223;"-";"-";"Hero";80.7
"ACC";14;{"enchanted":false,"gvalue":0};"HP%";26;{"enchanted":false,"gvalue":7};"CDmg";5;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"row_853";853;59658462851;133;133;"Hongyeon *";"Hongyeon *";false;83.85;"Swift";2;6;15;"DEF%";63;"ATK flat";11;0;6;5;"-";14;"-";"-";"-";26;"-";"-";"-";"Hero";83.85
